t,x,y,z,yaw
0.0,1.4779600000000022,0.0,1.0,0
0.30303030302965767,1.4747805678626151,0.09794622177722354,1.0,0
0.6060606060593153,1.4652568437950997,0.19547111297777028,1.0,0
0.9090909090889729,1.4494324539921488,0.2921555100618931,1.0,0
1.2121212121186307,1.4273798070139814,0.38758456580095885,1.0,0
1.5151515151482884,1.3991996447347024,0.48134986330497825,1.0,0
1.8181818181779459,1.365020420782681,0.5730514778698774,1.0,0
2.121212121207604,1.3249975134089305,0.6622999705182865,1.0,0
2.4242424242372613,1.2793122814550892,0.7487182981511005,1.0,0
2.727272727266919,1.2281709736545792,0.8319436264800675,1.0,0
3.0303030302965768,1.1718035028616047,0.9116290333427408,1.0,0
3.3333333333262343,1.1104620979418796,0.9874450915755015,1.0,0
3.6363636363558918,1.0444198469615926,1.0590813223006066,1.0,0
3.9393939393855497,0.9739691459692914,1.1262475112312216,1.0,0
4.242424242415208,0.8994200680775872,1.1886748823758506,1.0,0
4.545454545444865,0.8210986677227119,1.2461171252938266,1.0,0
4.848484848474523,0.7393452349204581,1.2983512737820393,1.0,0
5.151515151504181,0.6545125140624054,1.345178435528751,1.0,0
5.454545454533838,0.5669639013261786,1.3864243738258677,1.0,0
5.757575757563496,0.4770716341306771,1.4219399438636247,1.0,0
6.0606060605931535,0.3852149852769676,1.4516013874231024,1.0,0
6.363636363622811,0.2917784735043621,1.4753104909191073,1.0,0
6.6666666666524685,0.1971501011861936,1.4929946127200415,1.0,0
6.9696969696821265,0.10171962881773232,1.5046065864784675,1.0,0
7.2727272727117835,0.0058768948352230215,1.5101245078461474,1.0,0
7.5757575757414415,-0.08998981182558538,1.5095514124242526,1.0,0
7.878787878771099,-0.18549532014880382,1.5029148531200913,1.0,0
8.181818181800757,-0.2802590812542566,1.4902663852557725,1.0,0
8.484848484830415,-0.3739066042879766,1.4716809678133211,1.0,0
8.787878787860071,-0.4660708208691539,1.4472562891181011,1.0,0
9.09090909088973,-0.556393375911481,1.417112025072201,1.0,0
9.393939393919387,-0.6445258434964823,1.3813890377663822,1.0,0
9.696969696949045,-0.7301308672532691,1.3402485219380986,1.0,0
9.999999999978703,-0.8128832253890159,1.2938711063185588,1.0,0
10.303030303008361,-0.8924708211153882,1.2424559164377742,1.0,0
10.60606060603802,-0.9685955997279881,1.1862196049463005,1.0,0
10.909090909067675,-1.0409743940199283,1.1253953549781295,1.0,0
11.212121212097333,-1.109339700049738,1.060231861532186,1.0,0
11.515151515126991,-1.173440385541511,0.9909922953001166,1.0,0
11.81818181815665,-1.2330423333761633,0.9179532528245097,1.0,0
12.121212121186307,-1.2879290227419742,0.8414036963420233,1.0,0
12.424242424215965,-1.3379020505557013,0.7616438861568776,1.0,0
12.727272727245621,-1.3827815957483056,0.6789843079073701,1.0,0
13.03030303027528,-1.4224068289374374,0.5937445966362406,1.0,0
13.333333333304937,-1.4566362698882294,0.5062524591586334,1.0,0
13.636363636334595,-1.4853480950002051,0.4168425958422929,1.0,0
13.939393939364253,-1.5084403968569187,0.32585562257578043,1.0,0
14.242424242393911,-1.5258313976415228,0.23363699340400243,1.0,0
14.545454545423567,-1.537459617961017,0.1405359240574641,1.0,0
14.848484848453225,-1.543284002339324,0.046904316393645694,1.0,0
15.151515151482883,-1.543284002339324,-0.046904316393643265,1.0,0
15.454545454512541,-1.5374596179610172,-0.14053592405746235,1.0,0
15.757575757542199,-1.5258313976415234,-0.23363699340400002,1.0,0
16.060606060571857,-1.5084403968569187,-0.32585562257578005,1.0,0
16.363636363601515,-1.485348095000206,-0.41684259584229055,1.0,0
16.666666666631173,-1.4566362698882296,-0.506252459158633,1.0,0
16.96969696966083,-1.422406828937438,-0.5937445966362389,1.0,0
17.27272727269049,-1.3827815957483056,-0.6789843079073697,1.0,0
17.575757575720143,-1.3379020505557022,-0.7616438861568762,1.0,0
17.8787878787498,-1.2879290227419748,-0.8414036963420225,1.0,0
18.18181818177946,-1.2330423333761644,-0.9179532528245083,1.0,0
18.484848484809117,-1.1734403855415116,-0.9909922953001157,1.0,0
18.787878787838775,-1.1093397000497387,-1.0602318615321853,1.0,0
19.090909090868433,-1.0409743940199285,-1.1253953549781293,1.0,0
19.39393939389809,-0.968595599727991,-1.186219604946298,1.0,0
19.69696969692775,-0.8924708211153899,-1.2424559164377735,1.0,0
19.999999999957407,-0.8128832253890169,-1.293871106318558,1.0,0
20.303030302987064,-0.7301308672532715,-1.3402485219380977,1.0,0
20.606060606016722,-0.6445258434964858,-1.3813890377663807,1.0,0
20.90909090904638,-0.5563933759114832,-1.4171120250722002,1.0,0
21.21212121207604,-0.4660708208691543,-1.447256289118101,1.0,0
21.515151515105693,-0.3739066042879783,-1.471680967813321,1.0,0
21.81818181813535,-0.2802590812542576,-1.4902663852557725,1.0,0
22.12121212116501,-0.18549532014880588,-1.5029148531200909,1.0,0
22.424242424194667,-0.08998981182558709,-1.5095514124242526,1.0,0
22.727272727224324,0.0058768948352209745,-1.5101245078461474,1.0,0
23.030303030253982,0.10171962881773061,-1.5046065864784675,1.0,0
23.33333333328364,0.1971501011861919,-1.4929946127200417,1.0,0
23.6363636363133,0.2917784735043604,-1.4753104909191077,1.0,0
23.939393939342956,0.38521498527696535,-1.451601387423103,1.0,0
24.242424242372614,0.4770716341306767,-1.4219399438636247,1.0,0
24.545454545402272,0.5669639013261779,-1.386424373825868,1.0,0
24.84848484843193,0.6545125140624043,-1.3451784355287517,1.0,0
25.151515151461588,0.7393452349204562,-1.2983512737820404,1.0,0
25.454545454491242,0.8210986677227109,-1.2461171252938275,1.0,0
25.7575757575209,0.899420068077587,-1.188674882375851,1.0,0
